"X","Year","Month","Day","Location","State","MinTemp","MaxTemp","Rainfall","Rainfall.1","Evaporation","Sunshine","WindGustDir","WindGustSpeed","WindDir9am","WindDir3pm","WindSpeed9am","WindSpeed3pm","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","Cloud9am","Cloud3pm","Temp9am","Temp3pm","RainToday","RISK_MM","RainTomorrow"
55316,2013,9,3,"Ballarat","VIC",6.2,22.2,0,0,NA,NA,"NNE",26,"N","NNE",13,19,84,60,1032.6,1029.9,NA,NA,16.8,21.5,"No",0,"No"
55317,2013,9,4,"Ballarat","VIC",11.8,19.4,0,0,NA,NA,"NNE",59,"N","NNE",31,35,67,66,1026.6,1022.9,NA,NA,15.5,18.6,"No",0,"No"
55318,2013,9,5,"Ballarat","VIC",13.3,15.3,0,0,NA,NA,"NNE",44,"N","W",11,13,78,99,1024.5,1025.2,8,8,15.3,13.6,"No",1.4,"Yes"
55319,2013,9,6,"Ballarat","VIC",6.1,11.3,1.4,1.4,NA,NA,"N",24,NA,"N",0,13,100,75,1027.3,1024.6,7,7,8.6,11.1,"Yes",0,"No"
55320,2013,9,7,"Ballarat","VIC",1.7,15.4,0,0,NA,NA,"WSW",43,"WNW","SW",15,17,98,85,1025.7,1025.2,NA,8,9.9,11.7,"No",0,"No"
55321,2013,9,8,"Ballarat","VIC",2,15.1,0,0,NA,NA,"NNE",43,"SSE","NW",4,11,99,62,1027.5,1024.4,NA,NA,8.1,14.6,"No",0,"No"
55322,2013,9,10,"Ballarat","VIC",6.6,13.1,NA,NA,NA,NA,"WNW",50,"ESE","WNW",24,35,98,52,1008.5,1007.5,NA,8,8.2,12.5,NA,1.8,"Yes"
55323,2013,9,11,"Ballarat","VIC",6.2,13.5,1.8,1.8,NA,NA,"WNW",48,"W","WSW",24,24,91,51,1011.8,1012.1,8,7,8.2,11.9,"Yes",0.4,"No"
55324,2013,9,12,"Ballarat","VIC",3.1,10.8,0.4,0.4,NA,NA,"S",41,"S","SE",26,19,83,50,1017.5,1016.8,7,4,6.8,10.4,"No",0.2,"No"
55325,2013,9,13,"Ballarat","VIC",1.1,10.2,0.2,0.2,NA,NA,"NNE",50,"NNE","NNE",35,28,59,69,1016.4,1013.8,NA,7,7.7,8.1,"No",1.8,"Yes"
55326,2013,9,14,"Ballarat","VIC",5.3,13.4,1.8,1.8,NA,NA,"NW",28,"N","NNW",11,7,91,69,1015,1013.5,7,8,9.2,13.2,"Yes",0.6,"No"
55327,2013,9,15,"Ballarat","VIC",8,17.8,0.6,0.6,NA,NA,"NNE",44,"NNE","NNE",24,31,85,55,1016.5,1012.6,NA,NA,12.9,17,"No",4.2,"Yes"
55328,2013,9,16,"Ballarat","VIC",9.7,15,4.2,4.2,NA,NA,"NNE",69,"NE","NE",33,31,76,99,1006.5,1003.6,1,8,13,10.8,"Yes",9.6,"Yes"
55329,2013,9,17,"Ballarat","VIC",5.9,16.5,9.6,9.6,NA,NA,"W",30,"SW","SW",6,15,NA,76,1003.7,1001.8,8,7,NA,15.5,"Yes",1.2,"Yes"
55330,2013,9,18,"Ballarat","VIC",8.1,13.7,1.2,1.2,NA,NA,"W",65,"N","WNW",26,35,NA,99,1000.6,997.6,8,8,NA,8.4,"Yes",10,"Yes"
55331,2013,9,19,"Ballarat","VIC",5.2,13.6,10,10,NA,NA,"W",56,"W","W",28,20,79,57,1007.1,1005.6,7,2,8.1,12.6,"Yes",1.2,"Yes"
55332,2013,9,20,"Ballarat","VIC",5.2,12.4,1.2,1.2,NA,NA,"W",50,"WSW","WSW",26,31,99,83,1008.7,1011.7,8,7,8.1,11.9,"Yes",2,"Yes"
55333,2013,9,21,"Ballarat","VIC",-0.6,16,2,2,NA,NA,"NW",41,"N","NW",17,26,98,64,1016.3,1013,NA,1,9.2,15.5,"Yes",4.2,"Yes"
55334,2013,9,22,"Ballarat","VIC",7.9,18.8,4.2,4.2,NA,NA,"N",33,"NE","NW",7,7,73,56,1011.9,1010,NA,NA,13.5,18.2,"Yes",0,"No"
55335,2013,9,23,"Ballarat","VIC",6.4,21,0,0,NA,NA,"N",65,"NNE","NNE",31,30,81,50,1007.6,1001.2,NA,NA,14.2,20.1,"No",0,"No"
55336,2013,9,24,"Ballarat","VIC",5.5,19,0,0,NA,NA,"WNW",57,"N","NNW",28,33,71,70,1004.1,1003.6,3,8,13.2,16.6,"No",0,"No"
55337,2013,9,25,"Ballarat","VIC",10.5,18.8,0,0,NA,NA,"WNW",46,"N","WNW",26,28,90,43,1005.9,1006,5,NA,14.4,18,"No",18,"Yes"
55338,2013,9,26,"Ballarat","VIC",7.4,12.3,18,18,NA,NA,"W",83,"W","WSW",50,31,84,64,1005.4,1012.4,8,8,8.3,10.1,"Yes",1.4,"Yes"
55339,2013,9,27,"Ballarat","VIC",0.9,16.5,1.4,1.4,NA,NA,"WSW",59,"N","N",28,37,86,52,1017.2,1011.3,NA,NA,9.3,15.7,"Yes",1.6,"Yes"
55340,2013,9,28,"Ballarat","VIC",0.9,13,1.6,1.6,NA,NA,"W",67,"W","WSW",39,33,80,52,1010.9,1012.8,4,3,8.3,11.7,"Yes",0.6,"No"
55341,2013,9,29,"Ballarat","VIC",1.1,18.3,0.6,0.6,NA,NA,"NNW",50,"N","N",24,39,95,57,1015.6,1011.6,8,NA,9.1,17,"No",0,"No"
55342,2013,9,30,"Ballarat","VIC",8.8,17.3,0,0,NA,NA,"NNW",81,"NNE","NW",35,19,55,79,1006.5,1004.2,6,8,13.5,15.6,"No",9,"Yes"
55343,2013,10,1,"Ballarat","VIC",7.2,12.2,9,9,NA,NA,"NNW",81,"W","W",44,33,90,68,1002.7,1008,8,7,8.3,9.9,"Yes",1.2,"Yes"
55344,2013,10,2,"Ballarat","VIC",3.5,13.4,1.2,1.2,NA,NA,"WNW",81,"N","W",43,43,97,68,1005.1,1001.8,8,8,7.3,12.8,"Yes",6.6,"Yes"
55345,2013,10,3,"Ballarat","VIC",4.1,12.6,6.6,6.6,NA,NA,"SW",46,"SSW","SSW",22,19,91,62,1018.7,1021,NA,8,6.8,10.7,"Yes",0.2,"No"
55346,2013,10,4,"Ballarat","VIC",-1.2,16.2,0.2,0.2,NA,NA,"N",43,"N","N",24,30,86,56,1022.5,1017.9,NA,NA,9.2,16.1,"No",0,"No"
55347,2013,10,5,"Ballarat","VIC",8.3,22.3,0,0,NA,NA,"NNW",59,"N","NNW",30,39,63,37,1012.3,1007.9,3,NA,12,21.9,"No",0,"No"
55348,2013,10,6,"Ballarat","VIC",6.5,13.8,0,0,NA,NA,"WNW",41,"SW","WSW",13,22,92,67,1009.4,1008.9,7,8,9.8,12.1,"No",0.4,"No"
55349,2013,10,7,"Ballarat","VIC",0.3,14.2,0.4,0.4,NA,NA,"W",30,"ESE","W",6,15,100,65,1014.2,1013.8,2,8,6.8,13.6,"No",0.8,"No"
55350,2013,10,8,"Ballarat","VIC",6.4,17.6,0.8,0.8,NA,NA,"WSW",28,"SW","W",9,15,98,58,1017.9,1017.2,8,NA,9.3,16.2,"No",0,"No"
55351,2013,10,9,"Ballarat","VIC",6.6,23.3,0,0,NA,NA,"N",59,"NNE","N",37,35,65,47,1014.5,1009.8,NA,NA,13.3,22,"No",0,"No"
55352,2013,10,10,"Ballarat","VIC",10.5,13.2,0,0,NA,NA,"NNE",39,"ESE","SW",6,19,97,81,1003.4,1008.6,NA,8,13,11.6,"No",0.2,"No"
55353,2013,10,11,"Ballarat","VIC",5,16.5,0.2,0.2,NA,NA,"WNW",43,"W","W",19,24,87,55,1015.8,1015.4,8,4,8.5,15.2,"No",0,"No"
55354,2013,10,12,"Ballarat","VIC",4.6,21.1,0,0,NA,NA,"NNW",52,"N","NNW",26,35,85,41,1012.9,1007.7,NA,NA,10.8,20.4,"No",0.2,"No"
55355,2013,10,13,"Ballarat","VIC",6.1,14.1,0.2,0.2,NA,NA,"SW",63,"SW","SW",17,20,98,92,1003.2,1005,8,7,9.7,10.2,"No",5.6,"Yes"
55356,2013,10,14,"Ballarat","VIC",3.3,12.1,5.6,5.6,NA,NA,"WSW",54,"WSW","SW",19,22,98,78,1019.3,1019.7,8,8,5.7,9.6,"Yes",1.8,"Yes"
55357,2013,10,15,"Ballarat","VIC",2.1,16,1.8,1.8,NA,NA,"NNW",50,"NNW","NW",19,35,88,58,1021.4,1018.2,NA,7,8.4,13.7,"Yes",0,"No"
55358,2013,10,16,"Ballarat","VIC",6.4,23.6,0,0,NA,NA,"N",72,"N","NNW",39,48,58,26,1009,1002.4,NA,NA,10.7,22.4,"No",2.8,"Yes"
55359,2013,10,17,"Ballarat","VIC",5.7,11.5,2.8,2.8,NA,NA,"W",83,"W","W",35,44,75,57,1005.8,1011.8,8,3,7.9,9.1,"Yes",0.8,"No"
55360,2013,10,18,"Ballarat","VIC",0.3,18.5,0.8,0.8,NA,NA,"N",59,"N","N",28,39,91,41,1023.1,1021.9,NA,NA,6.9,17.2,"No",0,"No"
55361,2013,10,19,"Ballarat","VIC",6.6,22.5,0,0,NA,NA,"N",56,"N","N",31,35,43,25,1023.9,1019,NA,NA,12.5,21.9,"No",0,"No"
55362,2013,10,20,"Ballarat","VIC",10.9,26.2,0,0,NA,NA,"NNE",50,"NNE","NNW",33,22,41,30,1014.1,1011.9,NA,NA,16.8,24.4,"No",0,"No"
55363,2013,10,21,"Ballarat","VIC",12.6,19.6,0,0,NA,NA,"SW",39,"SE","SE",9,24,80,98,1013.8,1014.3,5,8,14.8,14.1,"No",2,"Yes"
55364,2013,10,22,"Ballarat","VIC",8.7,18,2,2,NA,NA,"N",52,"SE","E",15,11,99,98,1012.6,1009.1,8,8,9.8,14.7,"Yes",21.6,"Yes"
55365,2013,10,23,"Ballarat","VIC",9.4,12.8,21.6,21.6,NA,NA,"WSW",54,"SSW","WSW",28,28,98,93,1008.7,1012.6,8,8,10.2,10.2,"Yes",5.2,"Yes"
55366,2013,10,24,"Ballarat","VIC",2.5,11.1,5.2,5.2,NA,NA,"W",57,"WSW","WSW",22,28,95,60,1018.6,1021,7,8,5.2,9.6,"Yes",0.4,"No"
55367,2013,10,25,"Ballarat","VIC",0.1,12.4,0.4,0.4,NA,NA,"W",46,"WNW","W",19,30,95,91,1024.4,1022.9,8,8,7.2,10.2,"No",2.4,"Yes"
55368,2013,10,26,"Ballarat","VIC",5.5,13.1,2.4,2.4,NA,NA,"WSW",39,"WSW","WSW",19,22,88,68,1024.5,1024.2,8,8,8.3,12,"Yes",0,"No"
55369,2013,10,27,"Ballarat","VIC",4.8,16.5,0,0,NA,NA,"ESE",26,"ESE","SSW",11,11,91,55,1024,1022,7,4,8.6,15.3,"No",2.4,"Yes"
55370,2013,10,28,"Ballarat","VIC",8.3,17.6,2.4,2.4,NA,NA,"S",44,"ENE","ESE",9,11,98,75,1015.2,1012.5,7,8,10.6,16.9,"Yes",7.2,"Yes"
55371,2013,10,29,"Ballarat","VIC",6.8,14.2,7.2,7.2,NA,NA,"S",48,"S","SW",31,26,79,67,1017.4,1018.8,7,8,9.3,12.3,"Yes",0,"No"
55372,2013,10,30,"Ballarat","VIC",7,14.1,0,0,NA,NA,"S",35,"SSW","WSW",15,17,87,67,1022.2,1021.7,8,8,8.3,12.9,"No",0,"No"
55373,2013,10,31,"Ballarat","VIC",7.6,15.9,0,0,NA,NA,"SSE",35,"S","S",22,22,92,71,1024.1,1023.3,8,NA,8.9,14.8,"No",0.2,"No"
55374,2013,11,1,"Ballarat","VIC",5,21.8,0.2,0.2,NA,NA,"ESE",31,"N","W",6,13,67,42,1020.6,1019.2,NA,NA,12.7,20.8,"No",0,"No"
55375,2013,11,2,"Ballarat","VIC",8,23.6,0,0,NA,NA,"W",39,"N","W",2,24,82,43,1017,1015.1,NA,NA,14.1,22.5,"No",0,"No"
55376,2013,11,3,"Ballarat","VIC",7.8,13.6,0,0,NA,NA,"WSW",57,"WSW","SSW",22,30,92,65,1018.1,1021.2,7,8,8.1,11.2,"No",0.4,"No"
55377,2013,11,4,"Ballarat","VIC",4.4,15.2,0.4,0.4,NA,NA,"SSE",44,"S","S",24,26,74,56,1028.7,1028.5,8,1,8.6,14.5,"No",0,"No"
55378,2013,11,5,"Ballarat","VIC",3,22,0,0,NA,NA,"SE",39,"NNW","NNW",7,13,70,40,1026.6,1023.8,NA,NA,12,20.5,"No",0,"No"
55379,2013,11,6,"Ballarat","VIC",7.1,26.3,0,0,NA,NA,"N",54,"NNE","NNW",30,30,43,31,1018.3,1014.5,NA,NA,16.7,25.7,"No",0,"No"
55380,2013,11,7,"Ballarat","VIC",12.8,24.7,0,0,NA,NA,"SE",46,"NNE","SW",22,13,45,62,1011.1,1010.7,NA,6,19,21.9,"No",0,"No"
55381,2013,11,8,"Ballarat","VIC",10.4,14.5,0,0,NA,NA,"SE",57,"SE","W",9,19,78,98,1006.6,1006.2,7,8,13.4,11.7,"No",5.4,"Yes"
55382,2013,11,9,"Ballarat","VIC",6.5,14.1,5.4,5.4,NA,NA,"SSE",52,"SSW","SSW",24,28,93,59,1015,1016.9,8,7,7.6,12.5,"Yes",0,"No"
55383,2013,11,10,"Ballarat","VIC",3.5,14.3,0,0,NA,NA,"SSE",52,"SSE","SSE",33,30,74,58,1021.3,1020.9,2,8,9.5,12.4,"No",0.2,"No"
55384,2013,11,11,"Ballarat","VIC",7.1,16,0.2,0.2,NA,NA,"ESE",59,"SE","SE",35,37,75,63,1022.8,1020.7,5,3,10.4,13.8,"No",0,"No"
55385,2013,11,12,"Ballarat","VIC",8.6,11.9,0,0,NA,NA,"ESE",57,"SE","SSE",30,24,94,99,1016.9,1015.2,8,8,10.6,11.3,"No",9.2,"Yes"
55386,2013,11,13,"Ballarat","VIC",7.3,11.5,9.2,9.2,NA,NA,"W",44,"W","WSW",28,24,98,98,1014.1,1013.9,6,8,9.1,10.3,"Yes",4.6,"Yes"
55387,2013,11,14,"Ballarat","VIC",7.6,14.2,4.6,4.6,NA,NA,"SW",37,"SW","SSW",20,20,85,68,1017.9,1017.9,8,8,8.7,12.8,"Yes",0.2,"No"
55388,2013,11,15,"Ballarat","VIC",6.8,14.2,0.2,0.2,NA,NA,"SSE",39,"SSE","S",24,22,79,67,1019.4,1019.1,8,8,10.5,13.5,"No",0,"No"
55389,2013,11,16,"Ballarat","VIC",6.7,16.2,0,0,NA,NA,"SSE",48,"SSE","SSE",24,22,79,62,1018.7,1017.5,8,7,10.5,14.3,"No",0,"No"
55390,2013,11,17,"Ballarat","VIC",8.2,20.1,0,0,NA,NA,"ESE",43,"SE","SSE",24,22,69,55,1018.6,1017.1,1,1,13.3,19.4,"No",0,"No"
55391,2013,11,18,"Ballarat","VIC",6.3,25.1,0,0,NA,NA,"ESE",39,"N","NW",7,9,64,42,1016.1,1012.4,NA,NA,15.2,24,"No",0,"No"
55392,2013,11,19,"Ballarat","VIC",11.5,28.8,0,0,NA,NA,"WSW",48,"NNE","NNW",26,19,40,22,1009.2,1007.1,NA,1,19.9,28.6,"No",0,"No"
55393,2013,11,20,"Ballarat","VIC",9.9,15,0,0,NA,NA,"SE",63,"SE","SE",37,35,91,69,1010.9,1010.5,7,4,10.8,13.5,"No",0.4,"No"
55394,2013,11,21,"Ballarat","VIC",7.9,18.2,0.4,0.4,NA,NA,"WNW",35,"W","W",17,19,100,55,1009.1,1008.1,7,2,9.9,16.9,"No",1.2,"Yes"
55395,2013,11,22,"Ballarat","VIC",8.4,15.5,1.2,1.2,NA,NA,"W",35,"WSW","W",20,24,99,77,1009.1,1008.2,8,8,9.3,13.9,"Yes",6.2,"Yes"
55396,2013,11,23,"Ballarat","VIC",9.2,15,6.2,6.2,NA,NA,"SW",44,"SW","SSW",19,20,99,95,1007.7,1007.1,8,8,10.5,13.4,"Yes",4,"Yes"
55397,2013,11,24,"Ballarat","VIC",8.4,14.5,4,4,NA,NA,"SSW",41,"SSW","SW",22,19,99,98,1011,1012.1,7,8,9.1,11.6,"Yes",1.6,"Yes"
55398,2013,11,25,"Ballarat","VIC",8.1,18.8,1.6,1.6,NA,NA,"SE",50,"SE","SE",28,26,90,61,1014.2,1012.7,7,NA,11.3,18,"Yes",0,"No"
55399,2013,11,26,"Ballarat","VIC",3.7,25,0,0,NA,NA,"N",37,"N","NNW",26,11,60,36,1015.5,1014.4,NA,NA,16.9,23.1,"No",0,"No"
55400,2013,11,27,"Ballarat","VIC",11.1,29.3,0,0,NA,NA,"N",52,"NNE","NNE",22,13,50,29,1015.2,1012.3,NA,7,20.8,27.9,"No",0,"No"
55401,2013,11,28,"Ballarat","VIC",14.4,17.9,0,0,NA,NA,"SW",50,"WSW","WSW",15,22,75,95,1006.5,1008.4,6,7,16.4,13.8,"No",2,"Yes"
55402,2013,11,29,"Ballarat","VIC",7.8,15.4,2,2,NA,NA,"S",44,"S","SSW",26,26,84,52,1014.2,1016.3,8,6,10.8,13.6,"Yes",0.2,"No"
55403,2013,11,30,"Ballarat","VIC",7.2,19.6,0.2,0.2,NA,NA,"SSE",39,"SE","ESE",26,19,76,54,1020.8,1019.8,7,NA,11.3,17.7,"No",0,"No"
55404,2013,12,1,"Ballarat","VIC",3.8,27.8,0,0,NA,NA,"N",54,"NNE","N",31,35,47,28,1019.6,1017,NA,NA,18.8,25.8,"No",0,"No"
55405,2013,12,2,"Ballarat","VIC",13.3,31.9,0,0,NA,NA,"N",48,"N","NNW",26,24,36,23,1016.8,1013.2,NA,1,22.6,31.2,"No",0,"No"
55406,2013,12,3,"Ballarat","VIC",10.1,29.6,0,0,NA,NA,"WNW",50,"WNW","NNW",15,20,66,31,1010.9,1007.8,NA,1,20.6,28.8,"No",5.8,"Yes"
55407,2013,12,4,"Ballarat","VIC",12.5,16.7,5.8,5.8,NA,NA,"NNE",67,"WSW","SW",22,19,98,69,1002.2,1001.7,7,7,12.5,14.8,"Yes",0.2,"No"
55408,2013,12,5,"Ballarat","VIC",4.1,10.9,0.2,0.2,NA,NA,"SSW",57,"WSW","S",31,26,97,97,1001.4,1005.2,8,8,7.3,7.6,"No",5.8,"Yes"
55409,2013,12,6,"Ballarat","VIC",0.1,15,5.8,5.8,NA,NA,"WNW",37,"WSW","SW",17,17,89,60,1016.8,1017.8,8,8,7.6,14.1,"Yes",0,"No"
55410,2013,12,7,"Ballarat","VIC",2.7,23.5,0,0,NA,NA,"W",33,"NE","WSW",4,15,61,39,1020.3,1018.1,NA,NA,13.5,21.7,"No",0,"No"
55411,2013,12,8,"Ballarat","VIC",12.1,26,0,0,NA,NA,"NW",61,"N","NW",31,22,53,31,1012.4,1008.9,2,6,18.3,23.6,"No",0,"No"
55412,2013,12,9,"Ballarat","VIC",12.8,17.6,0,0,NA,NA,"SW",41,"ENE","WSW",7,17,99,100,1004.3,1003.6,7,7,14.5,12.7,"No",11.8,"Yes"
55413,2013,12,10,"Ballarat","VIC",8,17.1,11.8,11.8,NA,NA,"W",65,"W","W",30,31,68,47,1006.9,1007.5,8,7,10.5,14.9,"Yes",0.2,"No"
55414,2013,12,11,"Ballarat","VIC",6.3,18.6,0.2,0.2,NA,NA,"W",59,"NW","WSW",30,33,79,51,1008.7,1009.6,8,4,11.7,17.4,"No",1.6,"Yes"
55415,2013,12,12,"Ballarat","VIC",2.7,21,1.6,1.6,NA,NA,"WNW",44,"W","WNW",19,22,84,41,1012.5,1011,8,NA,9.9,20,"Yes",0,"No"
55416,2013,12,13,"Ballarat","VIC",9.7,21.3,0,0,NA,NA,"W",41,"WSW","SW",19,22,92,58,1013.7,1013.6,7,8,13.6,19.2,"No",0,"No"
55417,2013,12,14,"Ballarat","VIC",8.2,18.6,0,0,NA,NA,"S",39,"S","S",28,22,65,47,1019.7,1018.6,7,NA,10.5,17.2,"No",0.2,"No"
55418,2013,12,15,"Ballarat","VIC",6.9,22,0.2,0.2,NA,NA,"S",33,"SSE","S",24,19,75,53,1020.5,1019.2,NA,NA,12.4,20.7,"No",0,"No"
55419,2013,12,16,"Ballarat","VIC",10.5,23.3,0,0,NA,NA,"SE",37,"SSE","SE",22,17,91,43,1020.5,1018.9,8,NA,12.5,22.2,"No",0,"No"
55420,2013,12,17,"Ballarat","VIC",8.5,26,0,0,NA,NA,"SSE",35,"SSE","SE",19,20,68,46,1020.5,1019.7,NA,NA,14.9,24.4,"No",0,"No"
55421,2013,12,18,"Ballarat","VIC",10.1,32.2,0,0,NA,NA,"SE",39,"ESE","SE",17,13,40,20,1020.4,1018,NA,NA,21.9,31.5,"No",0,"No"
55422,2013,12,19,"Ballarat","VIC",14.7,36.9,0,0,NA,NA,"W",50,"NNE","W",28,33,37,13,1015.4,1013.3,NA,NA,27.1,35.9,"No",0,"No"
55423,2013,12,20,"Ballarat","VIC",19.3,33.1,0,0,NA,NA,"SE",57,"NNE","SSE",22,31,32,37,1012.4,1013.2,NA,NA,28.2,28.9,"No",0,"No"
55424,2013,12,21,"Ballarat","VIC",11.6,19.8,0,0,NA,NA,"SE",61,"SE","SSE",31,19,93,70,1014.9,1012.7,4,NA,12.7,18.8,"No",0.2,"No"
55425,2013,12,22,"Ballarat","VIC",12.7,26.3,0.2,0.2,NA,NA,"NW",48,"NE","NNW",13,30,81,53,1007.6,1006.4,5,3,19.7,25.6,"No",0.2,"No"
55426,2013,12,23,"Ballarat","VIC",10.9,15.9,0.2,0.2,NA,NA,"SSW",43,"SW","SSW",17,24,98,64,1011.4,1013.9,8,8,11.9,14.8,"No",0,"No"
55427,2013,12,24,"Ballarat","VIC",9.1,23.8,0,0,NA,NA,"SSW",28,"S","SE",22,7,66,36,1019.3,1017.3,1,NA,12,20.9,"No",0,"No"
55428,2013,12,25,"Ballarat","VIC",5.9,28.1,0,0,NA,NA,"N",35,"N","N",17,19,39,24,1014.9,1012.1,NA,NA,20.3,26.6,"No",0,"No"
55429,2013,12,26,"Ballarat","VIC",9.1,24.9,0,0,NA,NA,"SSW",41,"N","SSW",22,24,35,53,1010.6,1010.6,2,1,19.7,22.4,"No",0,"No"
55430,2013,12,27,"Ballarat","VIC",10.3,24,0,0,NA,NA,"SE",41,"S","SSE",22,20,72,41,1013.9,1011.3,5,NA,14.1,23,"No",0,"No"
55431,2013,12,28,"Ballarat","VIC",9,35.1,0,0,NA,NA,"WNW",89,"N","NW",30,41,33,13,1006.1,1001.2,NA,NA,22,33,"No",0,"No"
55432,2013,12,29,"Ballarat","VIC",7,20,0,0,NA,NA,"S",46,"S","S",31,26,61,35,1016.7,1016.1,2,NA,11.1,18.8,"No",0,"No"
55433,2013,12,30,"Ballarat","VIC",5.2,21.8,0,0,NA,NA,"SSE",37,"SE","SSW",19,19,63,29,1015.6,1014.2,NA,NA,12.1,20.9,"No",0,"No"
55434,2013,12,31,"Ballarat","VIC",5.2,25.5,0,0,NA,NA,"SSW",37,"SSE","SSW",22,15,76,33,1015.8,1014.6,8,NA,12.3,23.7,"No",0,"No"
55435,2014,1,1,"Ballarat","VIC",12.1,22,0,0,NA,NA,"N",56,"NNE","N",28,24,33,84,1009.5,1005.6,8,8,19.6,15.4,"No",5.8,"Yes"
55436,2014,1,2,"Ballarat","VIC",10,22.6,5.8,5.8,NA,NA,"S",39,"SW","SSE",20,11,86,46,1008.7,1007.4,1,NA,12.1,20.9,"Yes",0,"No"
55437,2014,1,3,"Ballarat","VIC",9.4,20.8,0,0,NA,NA,"WSW",52,"WSW","WSW",7,26,80,40,1002.8,1002.5,8,NA,14.6,20,"No",0.2,"No"
55438,2014,1,4,"Ballarat","VIC",7,19.2,0.2,0.2,NA,NA,"W",52,"W","SW",24,26,98,48,1006.4,1007,8,8,10.8,16.5,"No",0,"No"
55439,2014,1,5,"Ballarat","VIC",3.9,21.6,0,0,NA,NA,"NW",74,"NNW","NW",26,50,67,39,1006.1,1002.4,NA,7,13.5,19.1,"No",2.8,"Yes"
55440,2014,1,6,"Ballarat","VIC",7.3,16.1,2.8,2.8,NA,NA,"WSW",54,"SW","SW",24,30,73,51,1015,1018.1,8,8,10.9,15.1,"Yes",0,"No"
55441,2014,1,7,"Ballarat","VIC",6.8,18.8,0,0,NA,NA,"S",52,"S","S",28,33,69,45,1023.1,1021.5,8,5,10.5,16.4,"No",0,"No"
55442,2014,1,8,"Ballarat","VIC",8.8,26.6,0,0,NA,NA,"SE",52,"ESE","ENE",22,11,70,31,1020.8,1017.6,NA,4,14.3,24.4,"No",0,"No"
55443,2014,1,9,"Ballarat","VIC",11.5,30.4,0,0,NA,NA,"NE",50,"NNE","NNE",30,26,46,33,1019.1,1016.8,NA,3,21,28.5,"No",0,"No"
55444,2014,1,10,"Ballarat","VIC",17.9,31.9,0,0,NA,NA,"N",48,"N","N",31,20,66,31,1018.8,1016.3,NA,NA,20.9,30.2,"No",0,"No"
55445,2014,1,11,"Ballarat","VIC",13.3,27.4,0,0,NA,NA,"S",41,"SSW","SSW",15,19,84,32,1018.6,1017.8,NA,NA,16.1,26.1,"No",0,"No"
55446,2014,1,12,"Ballarat","VIC",11.3,28.6,0,0,NA,NA,"SE",44,"SSE","SE",28,26,80,30,1020.7,1019,1,NA,14.2,26.7,"No",0,"No"
55447,2014,1,13,"Ballarat","VIC",14.2,36.3,0,0,NA,NA,"NNE",43,"NNE","N",9,15,21,15,1017.2,1014.3,NA,NA,27.1,35.4,"No",0,"No"
55448,2014,1,14,"Ballarat","VIC",20.6,41.3,0,0,NA,NA,"NNW",54,"NNE","W",26,26,27,10,1014.5,1012.1,NA,NA,30.5,38.9,"No",0,"No"
55449,2014,1,15,"Ballarat","VIC",22.8,39,0,0,NA,NA,"NNW",52,"N","N",22,13,25,17,1016.5,1015.3,NA,NA,32.6,38.6,"No",4.6,"Yes"
55450,2014,1,16,"Ballarat","VIC",20.8,38,4.6,4.6,NA,NA,"N",39,"N","N",19,22,28,18,1016.3,1014.5,NA,NA,32,35.7,"Yes",0.2,"No"
55451,2014,1,17,"Ballarat","VIC",23.3,40.6,0.2,0.2,NA,NA,"S",67,"NNE","NW",33,28,22,12,1010.7,1007.3,NA,NA,31.8,38.4,"No",0,"No"
55452,2014,1,18,"Ballarat","VIC",17.9,28.2,0,0,NA,NA,"SSE",44,"S","SE",13,28,55,55,1011.7,1012,NA,8,21.3,24.5,"No",0,"No"
55453,2014,1,19,"Ballarat","VIC",11.3,23.3,0,0,NA,NA,"SE",54,"SSE","SSE",33,30,70,37,1013.6,1011.6,4,NA,12.7,21.4,"No",0,"No"
55454,2014,1,20,"Ballarat","VIC",12.1,23.9,0,0,NA,NA,"SE",54,"SSE","SSE",28,26,83,48,1011.6,1010.1,8,4,15.9,22.6,"No",0,"No"
55455,2014,1,21,"Ballarat","VIC",11.8,23.2,0,0,NA,NA,"SSW",46,"S","SW",24,19,71,38,1012.9,1012.9,8,NA,13.3,22,"No",0,"No"
55456,2014,1,22,"Ballarat","VIC",11.6,24.2,0,0,NA,NA,"SE",59,"SSE","ESE",33,24,73,28,1019.5,1019.4,6,NA,13.5,22.2,"No",0,"No"
55457,2014,1,23,"Ballarat","VIC",10.8,32.1,0,0,NA,NA,"SE",56,"E","NNW",15,30,42,23,1018.6,1014.7,NA,NA,20.7,30.6,"No",6.8,"Yes"
55458,2014,1,24,"Ballarat","VIC",14.8,23.4,6.8,6.8,NA,NA,"SW",46,"SSE","S",11,20,99,56,1009,1009.5,8,6,15.1,21.5,"Yes",0.2,"No"
55459,2014,1,25,"Ballarat","VIC",8.9,21,0.2,0.2,NA,NA,"SSE",50,"S","SSE",31,28,63,33,1018.7,1019,1,NA,13,19.9,"No",0,"No"
55460,2014,1,26,"Ballarat","VIC",9.4,29.2,0,0,NA,NA,"SE",41,"ESE","N",20,19,68,25,1021.6,1018.7,NA,NA,14.1,27.5,"No",0,"No"
55461,2014,1,27,"Ballarat","VIC",13.9,33.5,0,0,NA,NA,"N",46,"N","NNW",31,20,41,23,1018.6,1016.3,NA,NA,22.3,31.4,"No",0,"No"
